,prompt,filename
208,"Amuse-Bouche 24-karat gold leaf foie gras torchon with black truffle shavings, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Antoine_Dubois-Le_Festin_Opulent-Amuse-Bouche-24-karat_gold_leaf_foie_gras_torchon_with_black_truffle_shavings.jpg
209,"Appetizer Caviar-topped oysters with champagne sabayon and edible pearls, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Antoine_Dubois-Le_Festin_Opulent-Appetizer-Caviar-topped_oysters_with_champagne_sabayon_and_edible_pearls.jpg
210,"Soup Lobster bisque with cognac and saffron cream, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Antoine_Dubois-Le_Festin_Opulent-Soup-Lobster_bisque_with_cognac_and_saffron_cream.jpg
211,"Fish Seared wild turbot with Beluga lentils, white asparagus, and caviar beurre blanc, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Antoine_Dubois-Le_Festin_Opulent-Fish-Seared_wild_turbot_with_Beluga_lentils,_white_asparagus,_and_caviar_beurre_blanc.jpg"
212,"Meat Wagyu beef Rossini with black truffle, seared foie gras, and Madeira reduction, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Antoine_Dubois-Le_Festin_Opulent-Meat-Wagyu_beef_Rossini_with_black_truffle,_seared_foie_gras,_and_Madeira_reduction.jpg"
213,"Cheese Assortment of rare and aged French cheeses with truffle honey and gold-flecked crackers, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Antoine_Dubois-Le_Festin_Opulent-Cheese-Assortment_of_rare_and_aged_French_cheeses_with_truffle_honey_and_gold-flecked_crackers.jpg
214,"Dessert Louis XV chocolate mousse cake with gold leaf and candied violets, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Antoine_Dubois-Le_Festin_Opulent-Dessert-Louis_XV_chocolate_mousse_cake_with_gold_leaf_and_candied_violets.jpg
215,"Amuse-Bouche Filo-wrapped Kalamata olives with gold leaf, served on a bed of ouzo-infused tomato jam, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Stavros_Papadopoulos-The_Golden_Aegean-Amuse-Bouche-Filo-wrapped_Kalamata_olives_with_gold_leaf,_served_on_a_bed_of_ouzo-infused_tomato_jam.jpg"
216,"Appetizer Duo of seared scallops and tiger prawns with Greek saffron and white truffle aioli, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Stavros_Papadopoulos-The_Golden_Aegean-Appetizer-Duo_of_seared_scallops_and_tiger_prawns_with_Greek_saffron_and_white_truffle_aioli.jpg
217,"Salad Golden beet and goat cheese salad with pomegranate molasses and 24-karat gold leaf, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Stavros_Papadopoulos-The_Golden_Aegean-Salad-Golden_beet_and_goat_cheese_salad_with_pomegranate_molasses_and_24-karat_gold_leaf.jpg
218,"Fish Grilled wild sea bass with Aegean sea urchin butter, fennel confit, and champagne foam, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Stavros_Papadopoulos-The_Golden_Aegean-Fish-Grilled_wild_sea_bass_with_Aegean_sea_urchin_butter,_fennel_confit,_and_champagne_foam.jpg"
219,"Meat Aged lamb rack with Mykonian honey glaze, black truffle moussaka, and gold leaf-flecked orzo, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Stavros_Papadopoulos-The_Golden_Aegean-Meat-Aged_lamb_rack_with_Mykonian_honey_glaze,_black_truffle_moussaka,_and_gold_leaf-flecked_orzo.jpg"
220,"Cheese Assortment of premium Greek cheeses with fig preserves, gold-dusted almonds, and honeycomb, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Stavros_Papadopoulos-The_Golden_Aegean-Cheese-Assortment_of_premium_Greek_cheeses_with_fig_preserves,_gold-dusted_almonds,_and_honeycomb.jpg"
221,"Dessert Mastiha-infused chocolate mousse with gold leaf and rosewater-scented baklava crumble, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Stavros_Papadopoulos-The_Golden_Aegean-Dessert-Mastiha-infused_chocolate_mousse_with_gold_leaf_and_rosewater-scented_baklava_crumble.jpg
222,"Amuse-Bouche Crispy arancini with wild mushroom and black truffle filling, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alessandro_De_Angelis-La_Cucina_dei_Sogni-Amuse-Bouche-Crispy_arancini_with_wild_mushroom_and_black_truffle_filling.jpg
223,"Appetizer Seared foie gras with fig balsamic glaze and aged Parmigiano-Reggiano crisp, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alessandro_De_Angelis-La_Cucina_dei_Sogni-Appetizer-Seared_foie_gras_with_fig_balsamic_glaze_and_aged_Parmigiano-Reggiano_crisp.jpg
224,"Pasta Handmade pappardelle with slow-cooked wild boar ragù and shaved Pecorino Romano, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alessandro_De_Angelis-La_Cucina_dei_Sogni-Pasta-Handmade_pappardelle_with_slow-cooked_wild_boar_ragù_and_shaved_Pecorino_Romano.jpg
225,"Fish Grilled Mediterranean langoustines with saffron risotto and lobster bisque reduction, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alessandro_De_Angelis-La_Cucina_dei_Sogni-Fish-Grilled_Mediterranean_langoustines_with_saffron_risotto_and_lobster_bisque_reduction.jpg
226,"Meat Osso buco with gremolata, truffle-infused polenta, and Barolo demi-glace, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Alessandro_De_Angelis-La_Cucina_dei_Sogni-Meat-Osso_buco_with_gremolata,_truffle-infused_polenta,_and_Barolo_demi-glace.jpg"
227,"Cheese Selection of fine Italian cheeses with fruit compote, artisanal bread, and balsamic pearls, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Alessandro_De_Angelis-La_Cucina_dei_Sogni-Cheese-Selection_of_fine_Italian_cheeses_with_fruit_compote,_artisanal_bread,_and_balsamic_pearls.jpg"
228,"Dessert Tiramisu al limoncello with candied lemon zest and pistachio crumble, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alessandro_De_Angelis-La_Cucina_dei_Sogni-Dessert-Tiramisu_al_limoncello_with_candied_lemon_zest_and_pistachio_crumble.jpg
229,"Amuse-Bouche Kumamoto oyster with cucumber mignonette and smoked caviar, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Thomas_Kingsley-Parkview_Elegance-Amuse-Bouche-Kumamoto_oyster_with_cucumber_mignonette_and_smoked_caviar.jpg
230,"Appetizer Butter-poached Maine lobster with parsnip purée, microgreens, and saffron beurre blanc, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Thomas_Kingsley-Parkview_Elegance-Appetizer-Butter-poached_Maine_lobster_with_parsnip_purée,_microgreens,_and_saffron_beurre_blanc.jpg"
231,"Soup Creamy wild mushroom bisque with black truffle foam and brioche croutons, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Thomas_Kingsley-Parkview_Elegance-Soup-Creamy_wild_mushroom_bisque_with_black_truffle_foam_and_brioche_croutons.jpg
232,"Fish Seared diver scallops with cauliflower purée, caviar, and Champagne beurre blanc, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Thomas_Kingsley-Parkview_Elegance-Fish-Seared_diver_scallops_with_cauliflower_purée,_caviar,_and_Champagne_beurre_blanc.jpg"
233,"Meat Wagyu beef tenderloin with potato gratin, foie gras, and Perigord truffle jus, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Thomas_Kingsley-Parkview_Elegance-Meat-Wagyu_beef_tenderloin_with_potato_gratin,_foie_gras,_and_Perigord_truffle_jus.jpg"
234,"Cheese Selection of artisanal cheeses with fruit preserves, Marcona almonds, and walnut-raisin bread, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Thomas_Kingsley-Parkview_Elegance-Cheese-Selection_of_artisanal_cheeses_with_fruit_preserves,_Marcona_almonds,_and_walnut-raisin_bread.jpg"
235,"Dessert Dark chocolate soufflé with passion fruit coulis and Tahitian vanilla ice cream, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Thomas_Kingsley-Parkview_Elegance-Dessert-Dark_chocolate_soufflé_with_passion_fruit_coulis_and_Tahitian_vanilla_ice_cream.jpg
236,"Amuse-Bouche Seared Arctic char tartare with gochujang aioli and crispy seaweed, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Hyeon_Min-jun-Aurora_Borealis-Amuse-Bouche-Seared_Arctic_char_tartare_with_gochujang_aioli_and_crispy_seaweed.jpg
237,"Appetizer Icelandic lamb mandu with fermented cabbage and doenjang dipping sauce, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Hyeon_Min-jun-Aurora_Borealis-Appetizer-Icelandic_lamb_mandu_with_fermented_cabbage_and_doenjang_dipping_sauce.jpg
238,"Soup Miso and dulse seaweed soup with smoked tofu and wild mushrooms, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Hyeon_Min-jun-Aurora_Borealis-Soup-Miso_and_dulse_seaweed_soup_with_smoked_tofu_and_wild_mushrooms.jpg
239,"Fish Pan-seared Atlantic cod with kimchi fried rice and pickled radish, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Hyeon_Min-jun-Aurora_Borealis-Fish-Pan-seared_Atlantic_cod_with_kimchi_fried_rice_and_pickled_radish.jpg
240,"Meat Bulgogi-marinated reindeer with Icelandic barley risotto and ssamjang sauce, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Hyeon_Min-jun-Aurora_Borealis-Meat-Bulgogi-marinated_reindeer_with_Icelandic_barley_risotto_and_ssamjang_sauce.jpg
241,"Dessert Yuzu-infused Skyr mousse with honeycomb and mixed berry coulis, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Hyeon_Min-jun-Aurora_Borealis-Dessert-Yuzu-infused_Skyr_mousse_with_honeycomb_and_mixed_berry_coulis.jpg
242,"Petit Fours Matcha-dusted Icelandic chocolate truffles and sesame-honey brittle, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Hyeon_Min-jun-Aurora_Borealis-Petit_Fours-Matcha-dusted_Icelandic_chocolate_truffles_and_sesame-honey_brittle.jpg
243,"Amuse-Bouche Wild-caught Amazonian shrimp ceviche with lime, mango, and aji amarillo, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Alejandro_Torres-Pescado_Sagrado-Amuse-Bouche-Wild-caught_Amazonian_shrimp_ceviche_with_lime,_mango,_and_aji_amarillo.jpg"
244,"Appetizer Tiradito of sustainably caught sea bass with avocado mousse and passion fruit vinaigrette, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alejandro_Torres-Pescado_Sagrado-Appetizer-Tiradito_of_sustainably_caught_sea_bass_with_avocado_mousse_and_passion_fruit_vinaigrette.jpg
245,"Salad Heart of palm and quinoa salad with pomegranate seeds and chia-lime dressing, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alejandro_Torres-Pescado_Sagrado-Salad-Heart_of_palm_and_quinoa_salad_with_pomegranate_seeds_and_chia-lime_dressing.jpg
246,"Fish Cured Patagonian toothfish with chile-infused tapioca pearls and tamarillo sauce, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alejandro_Torres-Pescado_Sagrado-Fish-Cured_Patagonian_toothfish_with_chile-infused_tapioca_pearls_and_tamarillo_sauce.jpg
247,"Main Course Amazonian catfish sashimi with heirloom tomato salsa and a side of purple corn arepas, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alejandro_Torres-Pescado_Sagrado-Main_Course-Amazonian_catfish_sashimi_with_heirloom_tomato_salsa_and_a_side_of_purple_corn_arepas.jpg
248,"Pre-Dessert Acai sorbet with cacao nibs and an edible flower garnish, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alejandro_Torres-Pescado_Sagrado-Pre-Dessert-Acai_sorbet_with_cacao_nibs_and_an_edible_flower_garnish.jpg
249,"Dessert Grilled pineapple carpaccio with coconut foam and guava coulis, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alejandro_Torres-Pescado_Sagrado-Dessert-Grilled_pineapple_carpaccio_with_coconut_foam_and_guava_coulis.jpg
250,"Amuse-Bouche Tuna and piquillo pepper temaki with shiso and Spanish olive oil, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Isabella_Sánchez-Sol_y_Sakura-Amuse-Bouche-Tuna_and_piquillo_pepper_temaki_with_shiso_and_Spanish_olive_oil.jpg
251,"Appetizer Seared scallops with jamón ibérico and yuzu miso sauce, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Isabella_Sánchez-Sol_y_Sakura-Appetizer-Seared_scallops_with_jamón_ibérico_and_yuzu_miso_sauce.jpg
252,"Soup Gazpacho with uni, daikon radish, and wasabi oil, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Isabella_Sánchez-Sol_y_Sakura-Soup-Gazpacho_with_uni,_daikon_radish,_and_wasabi_oil.jpg"
253,"Fish Grilled octopus with shishito peppers, sake-glazed eggplant, and romesco sauce, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Isabella_Sánchez-Sol_y_Sakura-Fish-Grilled_octopus_with_shishito_peppers,_sake-glazed_eggplant,_and_romesco_sauce.jpg"
254,"Meat Wagyu beef tataki with pimientos de Padrón, garlic chips, and ponzu reduction, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Isabella_Sánchez-Sol_y_Sakura-Meat-Wagyu_beef_tataki_with_pimientos_de_Padrón,_garlic_chips,_and_ponzu_reduction.jpg"
255,"Rice Saffron-infused sushi rice with roasted Mediterranean vegetables and crispy nori, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Isabella_Sánchez-Sol_y_Sakura-Rice-Saffron-infused_sushi_rice_with_roasted_Mediterranean_vegetables_and_crispy_nori.jpg
256,"Dessert Green tea and pistachio crème brûlée with a sesame brittle, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Isabella_Sánchez-Sol_y_Sakura-Dessert-Green_tea_and_pistachio_crème_brûlée_with_a_sesame_brittle.jpg
257,"Amuse-Bouche Smoked salmon mousse on blinis with caviar and chives, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Claude_Martin-Le_Papillon_d'Or-Amuse-Bouche-Smoked_salmon_mousse_on_blinis_with_caviar_and_chives.jpg
258,"Appetizer Seared foie gras with poached pear and brioche toast, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Claude_Martin-Le_Papillon_d'Or-Appetizer-Seared_foie_gras_with_poached_pear_and_brioche_toast.jpg
259,"Fish Sole meunière with brown butter, capers, and lemon, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Claude_Martin-Le_Papillon_d'Or-Fish-Sole_meunière_with_brown_butter,_capers,_and_lemon.jpg"
260,"Meat Roasted rack of lamb with ratatouille and rosemary jus, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Claude_Martin-Le_Papillon_d'Or-Meat-Roasted_rack_of_lamb_with_ratatouille_and_rosemary_jus.jpg
261,"Cheese Selection of regional French cheeses with fruit compote and walnut bread, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Claude_Martin-Le_Papillon_d'Or-Cheese-Selection_of_regional_French_cheeses_with_fruit_compote_and_walnut_bread.jpg
262,"Dessert Tarte Tatin with crème fraîche and caramel sauce, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Claude_Martin-Le_Papillon_d'Or-Dessert-Tarte_Tatin_with_crème_fraîche_and_caramel_sauce.jpg
263,"Amuse-Bouche Mini gougères with Comté cheese and fresh herbs, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Marie_Dubois-Le_Château_des_Choux-Amuse-Bouche-Mini_gougères_with_Comté_cheese_and_fresh_herbs.jpg
264,"Appetizer Savory éclair filled with goat cheese mousse, sun-dried tomatoes, and basil, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Marie_Dubois-Le_Château_des_Choux-Appetizer-Savory_éclair_filled_with_goat_cheese_mousse,_sun-dried_tomatoes,_and_basil.jpg"
265,"Fish Salmon mousse-filled profiteroles with dill cream sauce, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Marie_Dubois-Le_Château_des_Choux-Fish-Salmon_mousse-filled_profiteroles_with_dill_cream_sauce.jpg
266,"Meat Savory religieuse with duck confit and foie gras mousse, topped with truffle glaze, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Marie_Dubois-Le_Château_des_Choux-Meat-Savory_religieuse_with_duck_confit_and_foie_gras_mousse,_topped_with_truffle_glaze.jpg"
267,"Pre-Dessert Lemon meringue éclair with tangy lemon curd filling and torched meringue, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Marie_Dubois-Le_Château_des_Choux-Pre-Dessert-Lemon_meringue_éclair_with_tangy_lemon_curd_filling_and_torched_meringue.jpg
268,"Dessert Classic chocolate éclair with rich Valrhona chocolate cream and chocolate glaze, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Marie_Dubois-Le_Château_des_Choux-Dessert-Classic_chocolate_éclair_with_rich_Valrhona_chocolate_cream_and_chocolate_glaze.jpg
269,"Petit Four Raspberry and pistachio religieuse with raspberry cream and pistachio mousseline, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Marie_Dubois-Le_Château_des_Choux-Petit_Four-Raspberry_and_pistachio_religieuse_with_raspberry_cream_and_pistachio_mousseline.jpg
270,"Amuse-Bouche Jamon Iberico with pan con tomate, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alejandro_Torres-La_Esencia-Amuse-Bouche-Jamon_Iberico_with_pan_con_tomate.jpg
271,"Appetizer Salmorejo with quail egg and crispy Serrano ham, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alejandro_Torres-La_Esencia-Appetizer-Salmorejo_with_quail_egg_and_crispy_Serrano_ham.jpg
272,"Fish Grilled octopus with potato cream and smoked paprika, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Alejandro_Torres-La_Esencia-Fish-Grilled_octopus_with_potato_cream_and_smoked_paprika.jpg
273,"Meat Cordero al Chilindrón – Slow-cooked lamb with red pepper, tomato, and onion sauce, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Alejandro_Torres-La_Esencia-Meat-Cordero_al_Chilindrón_–_Slow-cooked_lamb_with_red_pepper,_tomato,_and_onion_sauce.jpg"
274,"Cheese Spanish cheese selection with quince paste, Marcona almonds, and olive oil crackers, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Alejandro_Torres-La_Esencia-Cheese-Spanish_cheese_selection_with_quince_paste,_Marcona_almonds,_and_olive_oil_crackers.jpg"
275,"Dessert Torrijas – Caramelized brioche soaked in cinnamon-infused milk, served with vanilla ice cream, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Alejandro_Torres-La_Esencia-Dessert-Torrijas_–_Caramelized_brioche_soaked_in_cinnamon-infused_milk,_served_with_vanilla_ice_cream.jpg"
276,"Amuse-Bouche Red pepper and raspberry gazpacho with basil and coriander, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Anne-Sophie_Pic-La_Dame_de_Pic-Amuse-Bouche-Red_pepper_and_raspberry_gazpacho_with_basil_and_coriander.jpg
277,"Appetizer Smoked eel with beetroot, horseradish, and granny smith apple, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Anne-Sophie_Pic-La_Dame_de_Pic-Appetizer-Smoked_eel_with_beetroot,_horseradish,_and_granny_smith_apple.jpg"
278,"Fish Pan-seared scallops with cauliflower, brown butter, and curry leaf, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Anne-Sophie_Pic-La_Dame_de_Pic-Fish-Pan-seared_scallops_with_cauliflower,_brown_butter,_and_curry_leaf.jpg"
279,"Meat Venison with chestnuts, juniper berries, and parsnip purée, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Anne-Sophie_Pic-La_Dame_de_Pic-Meat-Venison_with_chestnuts,_juniper_berries,_and_parsnip_purée.jpg"
280,"Cheese Selection of French cheeses with fig jam and walnut bread, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Anne-Sophie_Pic-La_Dame_de_Pic-Cheese-Selection_of_French_cheeses_with_fig_jam_and_walnut_bread.jpg
281,"Dessert Chocolate with passion fruit, ginger, and hazelnut crumble, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Anne-Sophie_Pic-La_Dame_de_Pic-Dessert-Chocolate_with_passion_fruit,_ginger,_and_hazelnut_crumble.jpg"
282,"Amuse-Bouche Caviar with blinis and crème fraîche, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Pierre_Gagnaire-The_Imperial_Room-Amuse-Bouche-Caviar_with_blinis_and_crème_fraîche.jpg
283,"Appetizer Seared scallops with black truffle and Jerusalem artichoke purée, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Pierre_Gagnaire-The_Imperial_Room-Appetizer-Seared_scallops_with_black_truffle_and_Jerusalem_artichoke_purée.jpg
284,"Soup Lobster bisque with saffron and cognac, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Pierre_Gagnaire-The_Imperial_Room-Soup-Lobster_bisque_with_saffron_and_cognac.jpg
285,"Fish Turbot with Champagne sauce, caviar, and asparagus, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Pierre_Gagnaire-The_Imperial_Room-Fish-Turbot_with_Champagne_sauce,_caviar,_and_asparagus.jpg"
286,"Meat Roasted duck with orange and kumquat, foie gras and black currant sauce, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Pierre_Gagnaire-The_Imperial_Room-Meat-Roasted_duck_with_orange_and_kumquat,_foie_gras_and_black_currant_sauce.jpg"
287,"Cheese Selection of French cheeses with truffle honey and walnut bread, 4k food photography, top down picture of a plate, michelin starred dish",Chef_Pierre_Gagnaire-The_Imperial_Room-Cheese-Selection_of_French_cheeses_with_truffle_honey_and_walnut_bread.jpg
288,"Dessert Crème brûlée with vanilla and raspberry, gold leaf garnish, 4k food photography, top down picture of a plate, michelin starred dish","Chef_Pierre_Gagnaire-The_Imperial_Room-Dessert-Crème_brûlée_with_vanilla_and_raspberry,_gold_leaf_garnish.jpg"
